# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 20 07:19:08 2024
#
# COLUMN StellarName:    Stellar Name
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Luminosity [solar]
# COLUMN st_lum_utl:     Utilized Luminosity [solar]
# COLUMN st_dist:        Distance [pc]
# COLUMN hz_inner_au:    Inner HZ Radius [au]
# COLUMN hz_outer_au:    Outer HZ Radius [au]
# COLUMN hz_center_au:   Center HZ Radius [au]
# COLUMN hz_inner_mas:   Inner HZ Radius [mas]
# COLUMN hz_outer_mas:   Outer HZ Radius [mas]
# COLUMN hz_center_mas:  Center HZ Radius [mas]
#
StellarName,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas
Kepler-1509,5780.0,0.990,,0.98691,2002.96,0.7451,1.7584,0.9934,0.372,0.878,0.496
Kepler-151,5460.0,0.830,,0.55236,649.92,0.5574,1.3155,0.7432,0.858,2.024,1.144
Kepler-1510,6200.0,1.280,,2.18415,1696.25,1.1084,2.6159,1.4779,0.653,1.542,0.871
Kepler-1511,6064.0,1.290,,2.03008,1475.60,1.0686,2.5219,1.4248,0.724,1.709,0.966
Kepler-1512,4372.0,0.670,,0.14797,,0.2885,0.6809,0.3847,,,
Kepler-1513,5491.0,0.950,0.74300,0.74300,349.25,0.6465,1.5257,0.8620,1.851,4.369,2.468
Kepler-1514,6145.0,1.289,2.13000,2.13000,397.29,1.0946,2.5832,1.4595,2.755,6.502,3.673
Kepler-1515,6511.0,1.410,,3.22349,539.32,1.3466,3.1779,1.7954,2.497,5.892,3.329
Kepler-1516,5904.0,1.070,,1.25502,1358.95,0.8402,1.9829,1.1203,0.618,1.459,0.824
Kepler-1517,7010.0,1.950,,8.28396,847.30,2.1586,5.0944,2.8782,2.548,6.013,3.397
Kepler-1518,6432.0,1.345,,2.79335,903.51,1.2535,2.9583,1.6713,1.387,3.274,1.850
Kepler-1518,6846.0,1.880,,7.00422,903.51,1.9849,4.6844,2.6465,2.197,5.185,2.929
Kepler-1519,5644.0,0.910,,0.75810,1441.63,0.6530,1.5411,0.8707,0.453,1.069,0.604
Kepler-152,5088.0,0.724,,0.31693,441.09,0.4222,0.9964,0.5630,0.957,2.259,1.276
Kepler-1520,4677.0,0.710,,0.21761,607.92,0.3499,0.8257,0.4665,0.576,1.358,0.767
Kepler-1521,5042.0,0.760,,0.33677,206.98,0.4352,1.0272,0.5803,2.103,4.963,2.804
Kepler-1522,5706.0,0.930,,0.82716,814.12,0.6821,1.6098,0.9095,0.838,1.977,1.117
Kepler-1523,5708.0,0.960,,0.88262,865.60,0.7046,1.6629,0.9395,0.814,1.921,1.085
Kepler-1524,6179.0,1.250,,2.05489,381.77,1.0751,2.5373,1.4335,2.816,6.646,3.755
Kepler-1525,5748.0,1.040,,1.06520,382.99,0.7741,1.8268,1.0321,2.021,4.770,2.695
Kepler-1526,4601.0,0.690,,0.19249,555.57,0.3291,0.7766,0.4387,0.592,1.398,0.790
Kepler-1527,6224.0,1.320,,2.35897,1842.13,1.1519,2.7185,1.5359,0.625,1.476,0.834
Kepler-1528,5857.0,1.030,,1.12635,817.53,0.7960,1.8785,1.0613,0.974,2.298,1.298
Kepler-1529,5048.0,0.770,,0.34734,661.01,0.4420,1.0432,0.5894,0.669,1.578,0.892
Kepler-153,5404.0,0.892,,0.61219,459.37,0.5868,1.3849,0.7824,1.277,3.015,1.703
Kepler-1530,5678.0,1.303,,1.59209,489.88,0.9463,2.2334,1.2618,1.932,4.559,2.576
Kepler-1530,5477.0,0.880,,0.62868,489.88,0.5947,1.4034,0.7929,1.214,2.865,1.619
Kepler-1531,6260.0,1.270,,2.23461,666.33,1.1211,2.6459,1.4949,1.683,3.971,2.243
Kepler-1532,5559.0,0.880,,0.66719,798.25,0.6126,1.4458,0.8168,0.767,1.811,1.023
Kepler-1533,6431.0,1.510,,3.51856,966.80,1.4068,3.3201,1.8758,1.455,3.434,1.940
Kepler-1534,5442.0,0.860,,0.58523,,0.5738,1.3541,0.7650,,,
Kepler-1535,6021.0,1.110,,1.46089,897.73,0.9065,2.1394,1.2087,1.010,2.383,1.346
Kepler-1536,4434.0,0.670,,0.15654,387.25,0.2967,0.7003,0.3957,0.766,1.808,1.022
Kepler-1537,5079.0,0.770,,0.35595,517.29,0.4475,1.0560,0.5966,0.865,2.041,1.153
Kepler-1538,5837.0,1.030,,1.11104,1125.30,0.7905,1.8657,1.0541,0.703,1.658,0.937
Kepler-1539,5176.0,0.800,,0.41443,748.33,0.4828,1.1395,0.6438,0.645,1.523,0.860
Kepler-154,5769.0,0.980,,0.95973,915.21,0.7347,1.7340,0.9797,0.803,1.895,1.070
Kepler-154,5690.0,1.001,,0.94758,915.21,0.7301,1.7230,0.9734,0.798,1.883,1.064
Kepler-1540,4540.0,0.690,,0.18248,244.96,0.3204,0.7561,0.4272,1.308,3.087,1.744
Kepler-1541,5282.0,0.810,,0.46074,416.69,0.5091,1.2014,0.6788,1.222,2.883,1.629
Kepler-1542,5564.0,0.990,,0.84745,399.11,0.6904,1.6294,0.9206,1.730,4.083,2.307
Kepler-1543,6561.0,1.650,,4.55140,921.78,1.6001,3.7761,2.1334,1.736,4.097,2.314
Kepler-1544,4886.0,0.740,,0.28156,335.09,0.3980,0.9392,0.5306,1.188,2.803,1.584
Kepler-1545,5201.0,0.800,,0.42250,729.96,0.4875,1.1505,0.6500,0.668,1.576,0.890
Kepler-1546,5623.0,0.930,,0.78007,931.96,0.6624,1.5633,0.8832,0.711,1.677,0.948
Kepler-1547,6078.0,1.180,,1.71437,674.70,0.9820,2.3175,1.3093,1.455,3.435,1.941
Kepler-1548,5706.0,0.970,,0.89984,872.28,0.7115,1.6790,0.9486,0.816,1.925,1.087
Kepler-1549,5324.0,0.840,,0.51146,803.05,0.5364,1.2658,0.7152,0.668,1.576,0.891
Kepler-155,4508.0,0.620,,0.14322,293.50,0.2838,0.6699,0.3784,0.967,2.282,1.289
Kepler-1550,5991.0,1.110,,1.43199,1179.01,0.8975,2.1181,1.1967,0.761,1.796,1.015
Kepler-1551,6136.0,1.220,,1.90352,1463.72,1.0348,2.4420,1.3797,0.707,1.668,0.943
Kepler-1552,5202.0,0.780,,0.40195,769.10,0.4755,1.1222,0.6340,0.618,1.459,0.824
Kepler-1553,5288.0,0.810,,0.46284,692.59,0.5102,1.2042,0.6803,0.737,1.739,0.982
Kepler-1554,5297.0,0.810,,0.46600,946.85,0.5120,1.2083,0.6826,0.541,1.276,0.721
Kepler-1555,5866.0,1.060,,1.20026,2013.27,0.8217,1.9392,1.0956,0.408,0.963,0.544
Kepler-1556,5608.0,0.950,,0.80533,944.54,0.6731,1.5884,0.8974,0.713,1.682,0.950
Kepler-1557,6099.0,1.170,,1.70885,1380.16,0.9804,2.3138,1.3072,0.710,1.676,0.947
Kepler-1558,5101.0,0.790,,0.38122,325.74,0.4631,1.0928,0.6174,1.422,3.355,1.895
Kepler-1559,5316.0,0.820,,0.48447,614.83,0.5220,1.2320,0.6960,0.849,2.004,1.132
Kepler-156,5094.0,0.807,,0.39562,443.48,0.4717,1.1133,0.6290,1.064,2.510,1.418
Kepler-1560,5815.0,1.020,,1.07324,502.50,0.7770,1.8337,1.0360,1.546,3.649,2.062
Kepler-1561,5957.0,1.110,,1.39976,839.08,0.8873,2.0941,1.1831,1.058,2.496,1.410
Kepler-1562,5760.0,1.050,,1.09488,2060.72,0.7848,1.8521,1.0464,0.381,0.899,0.508
Kepler-1563,5765.0,0.990,,0.97671,616.70,0.7412,1.7493,0.9883,1.202,2.837,1.603
Kepler-1564,5528.0,0.900,,0.68242,908.80,0.6196,1.4622,0.8261,0.682,1.609,0.909
Kepler-1565,4940.0,0.730,,0.28632,629.93,0.4013,0.9471,0.5351,0.637,1.504,0.849
Kepler-1566,5254.0,0.810,,0.45105,466.59,0.5037,1.1887,0.6716,1.080,2.548,1.439
Kepler-1567,5655.0,0.930,,0.79798,1206.11,0.6700,1.5811,0.8933,0.555,1.311,0.741
Kepler-1568,5956.0,1.190,,1.60772,916.31,0.9510,2.2443,1.2680,1.038,2.449,1.384
Kepler-1569,6319.0,1.400,,2.81933,945.45,1.2593,2.9720,1.6791,1.332,3.143,1.776
Kepler-157,5866.0,1.030,,1.13329,773.71,0.7984,1.8843,1.0646,1.032,2.435,1.376
Kepler-157,5774.0,1.044,,1.09296,773.71,0.7841,1.8504,1.0454,1.013,2.392,1.351
Kepler-1570,5550.0,0.890,,0.67803,919.00,0.6176,1.4575,0.8234,0.672,1.586,0.896
Kepler-1571,6297.0,1.390,,2.74070,675.30,1.2416,2.9302,1.6555,1.839,4.339,2.451
Kepler-1572,5618.0,0.950,,0.81109,946.60,0.6755,1.5941,0.9006,0.714,1.684,0.951
Kepler-1573,5808.0,1.000,,1.02660,1455.36,0.7599,1.7934,1.0132,0.522,1.232,0.696
Kepler-1574,5892.0,1.080,,1.26822,1384.16,0.8446,1.9933,1.1262,0.610,1.440,0.814
Kepler-1575,5667.0,0.920,,0.78756,1246.92,0.6656,1.5708,0.8874,0.534,1.260,0.712
Kepler-1576,5876.0,1.060,,1.20847,460.91,0.8245,1.9458,1.0993,1.789,4.222,2.385
Kepler-1577,4862.0,0.740,,0.27607,510.03,0.3941,0.9300,0.5254,0.773,1.823,1.030
Kepler-1578,5545.0,0.860,,0.63081,1064.05,0.5957,1.4058,0.7942,0.560,1.321,0.746
Kepler-1579,4584.0,0.700,,0.19520,,0.3314,0.7820,0.4418,,,
Kepler-158,4623.0,0.624,,0.16046,315.18,0.3004,0.7090,0.4006,0.953,2.250,1.271
Kepler-1580,6228.0,2.150,,6.27434,1002.02,1.8786,4.4336,2.5049,1.875,4.425,2.500
Kepler-1581,6022.0,1.230,,1.79502,493.18,1.0048,2.3714,1.3398,2.037,4.808,2.717
Kepler-1582,3208.0,0.300,,0.00860,78.89,0.0696,0.1641,0.0927,0.882,2.081,1.175
Kepler-1583,5645.0,0.910,,0.75864,403.93,0.6532,1.5417,0.8710,1.617,3.817,2.156
Kepler-1584,6069.0,1.130,,1.56287,1416.31,0.9376,2.2128,1.2501,0.662,1.562,0.883
Kepler-1585,5538.0,0.910,,0.70273,944.47,0.6287,1.4838,0.8383,0.666,1.571,0.888
Kepler-1586,6681.0,1.750,,5.50476,552.55,1.7597,4.1528,2.3462,3.185,7.516,4.246
Kepler-1587,5933.0,1.220,,1.66385,1026.48,0.9674,2.2831,1.2899,0.942,2.224,1.257
Kepler-1588,5817.0,0.990,,1.01243,924.14,0.7546,1.7810,1.0062,0.817,1.927,1.089
Kepler-1589,6166.0,1.250,,2.03766,1513.14,1.0706,2.5266,1.4275,0.708,1.670,0.943
Kepler-159,4625.0,0.663,,0.18146,373.74,0.3195,0.7540,0.4260,0.855,2.017,1.140
Kepler-1590,6053.0,1.160,,1.62965,771.15,0.9574,2.2595,1.2766,1.242,2.930,1.655
Kepler-1591,6082.0,1.160,,1.66111,1419.58,0.9666,2.2812,1.2888,0.681,1.607,0.908
Kepler-1592,6213.0,1.280,,2.20253,1639.47,1.1131,2.6268,1.4841,0.679,1.602,0.905
Kepler-1593,4995.0,0.770,,0.33298,638.25,0.4328,1.0214,0.5770,0.678,1.600,0.904
Kepler-1594,5946.0,1.080,,1.31536,976.87,0.8602,2.0300,1.1469,0.881,2.078,1.174
Kepler-1595,5203.0,0.800,,0.42315,845.02,0.4879,1.1514,0.6505,0.577,1.363,0.770
Kepler-1596,5706.0,0.920,,0.80947,2146.23,0.6748,1.5925,0.8997,0.314,0.742,0.419
Kepler-1597,6377.0,1.390,,2.88265,1221.05,1.2734,3.0052,1.6978,1.043,2.461,1.390
Kepler-1598,5940.0,1.090,,1.33443,619.86,0.8664,2.0447,1.1552,1.398,3.299,1.864
Kepler-1599,5767.0,0.990,,0.97806,1328.20,0.7417,1.7505,0.9890,0.558,1.318,0.745
Kepler-16,4450.0,0.649,,0.14897,75.09,0.2895,0.6832,0.3860,3.855,9.098,5.140
Kepler-160,5471.0,1.118,1.01000,1.01000,937.01,0.7537,1.7788,1.0050,0.804,1.898,1.073
Kepler-1600,5214.0,0.820,,0.44834,1030.81,0.5022,1.1852,0.6696,0.487,1.150,0.650
Kepler-1600,5119.0,0.834,,0.43089,1030.81,0.4923,1.1619,0.6564,0.478,1.127,0.637
Kepler-1601,5869.0,1.070,,1.22552,644.46,0.8303,1.9594,1.1070,1.288,3.040,1.718
Kepler-1602,6296.0,1.360,,2.62200,629.80,1.2144,2.8661,1.6193,1.928,4.551,2.571
Kepler-1603,6241.0,1.310,,2.34885,2712.58,1.1494,2.7127,1.5326,0.424,1.000,0.565
Kepler-1604,4976.0,0.760,,0.31948,541.19,0.4239,1.0005,0.5652,0.783,1.849,1.044
Kepler-1605,5280.0,0.820,,0.47148,546.23,0.5150,1.2154,0.6866,0.943,2.225,1.257
Kepler-1606,5422.0,0.860,,0.57668,831.29,0.5695,1.3441,0.7594,0.685,1.617,0.914
Kepler-1607,6116.0,1.210,,1.84815,1286.10,1.0196,2.4063,1.3595,0.793,1.871,1.057
Kepler-1608,4992.0,0.720,,0.29044,,0.4042,0.9539,0.5389,,,
Kepler-1609,6132.0,1.270,,2.05737,1826.04,1.0758,2.5388,1.4344,0.589,1.390,0.785
Kepler-161,5078.0,0.806,,0.38971,434.63,0.4682,1.1049,0.6243,1.077,2.542,1.436
Kepler-1610,5383.0,0.870,,0.57337,864.33,0.5679,1.3403,0.7572,0.657,1.551,0.876
Kepler-1610,5295.0,0.800,,0.45388,864.33,0.5053,1.1925,0.6737,0.585,1.380,0.779
Kepler-1611,5605.0,0.930,,0.77013,908.44,0.6582,1.5533,0.8776,0.725,1.710,0.966
Kepler-1612,5643.0,0.940,,0.80834,764.73,0.6743,1.5914,0.8991,0.882,2.081,1.176
Kepler-1613,6005.0,1.120,,1.47158,1508.33,0.9098,2.1472,1.2131,0.603,1.424,0.804
Kepler-1614,5121.0,0.760,,0.35838,1191.19,0.4490,1.0596,0.5986,0.377,0.890,0.503
Kepler-1615,5865.0,1.050,,1.17692,1393.83,0.8136,1.9202,1.0849,0.584,1.378,0.778
Kepler-1616,6266.0,1.340,,2.49728,1137.81,1.1852,2.7971,1.5803,1.042,2.458,1.389
Kepler-1617,6167.0,1.220,,1.94228,898.31,1.0452,2.4668,1.3937,1.164,2.746,1.551
Kepler-1618,6620.0,1.650,,4.71733,1229.25,1.6290,3.8443,2.1719,1.325,3.127,1.767
Kepler-1619,5852.0,1.000,,1.05807,734.85,0.7715,1.8207,1.0286,1.050,2.478,1.400
Kepler-162,5816.0,0.958,,0.94738,855.64,0.7300,1.7228,0.9733,0.853,2.013,1.138
Kepler-1620,6157.0,1.230,,1.96148,895.07,1.0504,2.4789,1.4005,1.174,2.770,1.565
Kepler-1621,6158.0,1.240,,1.99480,1631.66,1.0593,2.4999,1.4124,0.649,1.532,0.866
Kepler-1622,6436.0,1.500,,3.48292,796.48,1.3997,3.3033,1.8663,1.757,4.147,2.343
Kepler-1623,5772.0,1.000,,1.00139,837.48,0.7505,1.7712,1.0007,0.896,2.115,1.195
Kepler-1624,3636.0,0.470,,0.03483,258.98,0.1400,0.3303,0.1866,0.540,1.276,0.721
Kepler-1625,5677.0,0.940,,0.82800,2310.11,0.6825,1.6106,0.9099,0.295,0.697,0.394
Kepler-1626,6826.0,1.850,,6.70356,1368.83,1.9418,4.5827,2.5891,1.419,3.348,1.891
Kepler-1627,5445.0,0.840,,0.55956,317.44,0.5610,1.3240,0.7480,1.767,4.171,2.356
Kepler-1628,3724.0,0.520,,0.04692,,0.1625,0.3834,0.2166,,,
Kepler-1629,5776.0,1.010,,1.02435,336.09,0.7591,1.7914,1.0121,2.259,5.330,3.011
Kepler-163,5776.0,0.917,,0.84439,689.81,0.6892,1.6265,0.9189,0.999,2.358,1.332
Kepler-1630,4736.0,0.630,,0.18015,331.21,0.3183,0.7513,0.4244,0.961,2.268,1.281
Kepler-1631,5679.0,0.950,,0.84690,1305.99,0.6902,1.6289,0.9203,0.528,1.247,0.705
Kepler-1632,6137.0,1.190,,1.81224,716.76,1.0096,2.3828,1.3462,1.409,3.324,1.878
Kepler-1633,6256.0,1.320,,2.40786,1114.91,1.1638,2.7466,1.5517,1.044,2.463,1.392
Kepler-1634,5474.0,0.890,,0.64165,617.34,0.6008,1.4178,0.8010,0.973,2.297,1.298
Kepler-1635,5347.0,0.850,,0.53281,1069.45,0.5475,1.2920,0.7299,0.512,1.208,0.683
Kepler-1636,5797.0,1.020,,1.06001,1947.54,0.7722,1.8223,1.0296,0.396,0.936,0.529
Kepler-1637,5789.0,1.020,,1.05417,567.19,0.7700,1.8173,1.0267,1.358,3.204,1.810
Kepler-1638,5710.0,0.950,,0.86554,1525.52,0.6978,1.6467,0.9303,0.457,1.079,0.610
Kepler-1639,6150.0,1.180,,1.79705,1031.31,1.0054,2.3728,1.3405,0.975,2.301,1.300
Kepler-164,5888.0,1.148,,1.42906,890.76,0.8966,2.1159,1.1954,1.007,2.375,1.342
Kepler-164,5888.0,1.097,,1.30491,890.76,0.8567,2.0219,1.1423,0.962,2.270,1.282
Kepler-1640,6324.0,1.430,,2.95078,1859.78,1.2883,3.0405,1.7178,0.693,1.635,0.924
Kepler-1641,6152.0,1.190,,1.83002,860.37,1.0146,2.3944,1.3528,1.179,2.783,1.572
Kepler-1642,5355.0,0.840,,0.52347,413.87,0.5426,1.2806,0.7235,1.311,3.094,1.748
Kepler-1643,4916.0,0.855,,0.38519,341.77,0.4655,1.0985,0.6206,1.362,3.214,1.816
Kepler-1644,5499.0,0.860,,0.61014,629.27,0.5858,1.3826,0.7811,0.931,2.197,1.241
Kepler-1645,5812.0,1.020,,1.07102,1202.47,0.7762,1.8318,1.0349,0.645,1.523,0.861
Kepler-1646,3299.0,0.260,,0.00722,127.59,0.0637,0.1504,0.0850,0.500,1.179,0.666
Kepler-1647,6210.0,1.790,,4.30046,1212.45,1.5553,3.6705,2.0738,1.283,3.027,1.710
Kepler-1649,3240.0,0.232,0.00516,0.00516,92.19,0.0539,0.1271,0.0718,0.584,1.379,0.779
Kepler-165,5211.0,0.770,,0.39442,560.88,0.4710,1.1116,0.6280,0.840,1.982,1.120
Kepler-1650,3410.0,0.334,0.01346,0.01346,134.40,0.0870,0.2053,0.1160,0.647,1.528,0.863
Kepler-1651,3713.0,0.503,0.04285,0.04285,66.41,0.1553,0.3664,0.2070,2.338,5.518,3.117
Kepler-1652,3638.0,0.382,0.02301,0.02301,,0.1138,0.2685,0.1517,,,
Kepler-1653,4807.0,0.693,0.23121,0.23121,,0.3606,0.8511,0.4808,,,
Kepler-1654,5597.0,1.179,1.23000,1.23000,568.12,0.8318,1.9630,1.1091,1.464,3.455,1.952
Kepler-1655,6148.0,1.030,,1.36743,213.26,0.8770,2.0698,1.1694,4.112,9.705,5.483
Kepler-1656,,1.100,,,185.88,,,,,,
Kepler-1658,6216.0,2.891,,11.25737,788.24,2.5164,5.9387,3.3552,3.192,7.534,4.257
Kepler-166,5413.0,0.742,,0.42644,603.53,0.4898,1.1559,0.6530,0.812,1.915,1.082
Kepler-166,5350.0,0.830,,0.50918,603.53,0.5352,1.2630,0.7136,0.887,2.093,1.182
Kepler-1661,5100.0,0.762,,0.35439,410.61,0.4465,1.0537,0.5953,1.087,2.566,1.450
Kepler-1663,3844.0,0.629,0.07773,0.07773,337.93,0.2091,0.4935,0.2788,0.619,1.460,0.825
Kepler-1664,5735.8,,,,626.69,,,,,,
Kepler-1665,5049.8,0.778,0.35443,0.35443,335.51,0.4465,1.0537,0.5953,1.331,3.141,1.774
Kepler-1666,6293.0,1.146,1.85518,1.85518,1379.37,1.0215,2.4108,1.3620,0.741,1.748,0.987
Kepler-1667,5941.5,1.088,1.32788,1.32788,626.82,0.8643,2.0396,1.1523,1.379,3.254,1.838
Kepler-1668,5542.0,1.017,0.87969,0.87969,1335.64,0.7034,1.6601,0.9379,0.527,1.243,0.702
Kepler-1669,4303.0,0.714,0.15753,0.15753,543.44,0.2977,0.7025,0.3969,0.548,1.293,0.730
Kepler-1669,4224.0,0.603,,0.10443,543.44,0.2424,0.5720,0.3232,0.446,1.053,0.595
Kepler-167,4884.0,0.749,0.28900,0.28900,341.91,0.4032,0.9515,0.5376,1.179,2.783,1.572
Kepler-1670,5838.0,1.519,2.41437,2.41437,2065.98,1.1654,2.7503,1.5538,0.564,1.331,0.752
Kepler-1671,5135.6,0.930,0.54175,0.54175,357.06,0.5520,1.3028,0.7360,1.546,3.649,2.061
Kepler-1672,6131.9,1.088,1.50894,1.50894,391.18,0.9213,2.1743,1.2284,2.355,5.558,3.140
Kepler-1673,6014.9,1.132,1.51028,1.51028,727.19,0.9217,2.1752,1.2289,1.267,2.991,1.690
Kepler-1674,5473.9,0.877,0.62252,0.62252,1012.48,0.5918,1.3965,0.7890,0.584,1.379,0.779
Kepler-1675,5853.2,1.129,1.34704,1.34704,651.12,0.8705,2.0543,1.1606,1.337,3.155,1.783
Kepler-1676,5878.3,1.061,,1.21187,,0.8256,1.9485,1.1008,,,
Kepler-1677,6013.7,1.250,1.83992,1.83992,735.37,1.0173,2.4009,1.3564,1.383,3.265,1.845
Kepler-1678,5754.0,0.835,0.68853,0.68853,847.34,0.6223,1.4687,0.8298,0.734,1.733,0.979
Kepler-1679,5501.0,0.873,0.62905,0.62905,909.28,0.5948,1.4038,0.7931,0.654,1.544,0.872
Kepler-168,6282.0,1.107,,1.72180,1343.60,0.9841,2.3226,1.3122,0.732,1.729,0.977
Kepler-1680,5021.0,0.723,0.29953,0.29953,310.31,0.4105,0.9687,0.5473,1.323,3.122,1.764
Kepler-1681,5756.4,,,,758.30,,,,,,
Kepler-1682,5619.1,0.842,0.63724,0.63724,1159.85,0.5987,1.4129,0.7983,0.516,1.218,0.688
Kepler-1683,5429.0,0.900,0.63442,0.63442,733.14,0.5974,1.4098,0.7965,0.815,1.923,1.086
Kepler-1684,4706.5,0.667,0.19653,0.19653,622.00,0.3325,0.7847,0.4433,0.535,1.262,0.713
Kepler-1685,5484.0,0.835,0.56876,0.56876,1141.89,0.5656,1.3349,0.7542,0.495,1.169,0.660
Kepler-1686,5715.0,1.200,1.38278,1.38278,729.82,0.8819,2.0814,1.1759,1.208,2.852,1.611
Kepler-1687,4132.0,0.726,0.13847,0.13847,417.01,0.2791,0.6586,0.3721,0.669,1.579,0.892
Kepler-1688,4632.1,,,,,,,,,,
Kepler-1689,5731.4,0.996,0.96482,0.96482,294.12,0.7367,1.7386,0.9823,2.505,5.911,3.340
Kepler-169,4997.0,0.763,,0.32748,406.53,0.4292,1.0129,0.5723,1.056,2.492,1.408
Kepler-1690,5404.0,0.862,0.57137,0.57137,703.79,0.5669,1.3379,0.7559,0.806,1.901,1.074
Kepler-1691,6000.0,1.132,1.49493,1.49493,1267.67,0.9170,2.1641,1.2227,0.723,1.707,0.965
Kepler-1692,5146.0,0.866,0.47397,0.47397,591.02,0.5163,1.2186,0.6885,0.874,2.062,1.165
Kepler-1693,5432.3,0.878,0.60523,0.60523,760.07,0.5835,1.3770,0.7780,0.768,1.812,1.024
Kepler-1693,5553.0,1.098,,1.03422,760.07,0.7627,1.8000,1.0170,1.003,2.368,1.338
Kepler-1694,4954.0,0.756,0.31038,0.31038,513.33,0.4178,0.9861,0.5571,0.814,1.921,1.085
Kepler-1695,5473.2,0.987,0.78782,0.78782,791.17,0.6657,1.5710,0.8876,0.841,1.986,1.122
Kepler-1696,5712.0,1.198,1.37670,1.37670,1506.36,0.8800,2.0768,1.1733,0.584,1.379,0.779
Kepler-1697,4681.5,0.772,0.25815,0.25815,247.77,0.3811,0.8993,0.5081,1.538,3.630,2.051
Kepler-1698,4975.0,0.742,0.30362,0.30362,222.34,0.4133,0.9753,0.5510,1.859,4.386,2.478
Kepler-1699,5575.5,,,,818.76,,,,,,
Kepler-17,5781.0,1.010,1.02717,1.02717,720.75,0.7601,1.7939,1.0135,1.055,2.489,1.406
Kepler-170,5679.0,1.035,,1.00523,738.66,0.7520,1.7746,1.0026,1.018,2.402,1.357
Kepler-1700,6031.0,1.094,1.42578,1.42578,717.60,0.8955,2.1135,1.1941,1.248,2.945,1.664
Kepler-1701,5146.0,0.840,0.44602,0.44602,584.14,0.5009,1.1821,0.6678,0.857,2.024,1.143
Kepler-1702,5093.0,0.726,0.31927,0.31927,857.14,0.4238,1.0001,0.5650,0.494,1.167,0.659
Kepler-1704,5746.0,1.697,2.83000,2.83000,835.46,1.2617,2.9776,1.6823,1.510,3.564,2.014
Kepler-1705,6312.0,1.259,2.26000,2.26000,1633.49,1.1275,2.6609,1.5033,0.690,1.629,0.920
Kepler-1708,6157.0,1.117,1.52055,1.52055,1666.69,0.9248,2.1826,1.2331,0.555,1.310,0.740
Kepler-1709,5918.0,1.043,,1.20383,273.95,0.8229,1.9420,1.0972,3.004,7.089,4.005
Kepler-171,5642.0,0.839,,0.64351,863.86,0.6016,1.4199,0.8022,0.696,1.644,0.929
Kepler-1710,5650.0,0.899,,0.74304,305.19,0.6465,1.5257,0.8620,2.118,4.999,2.824
Kepler-1711,5706.0,1.034,,1.02250,590.27,0.7584,1.7898,1.0112,1.285,3.032,1.713
Kepler-1712,3732.0,0.509,,0.04534,156.26,0.1597,0.3769,0.2129,1.022,2.412,1.363
Kepler-1713,6477.0,1.459,,3.37989,295.29,1.3788,3.2541,1.8384,4.669,11.020,6.226
Kepler-1714,6150.0,2.086,,5.61598,409.46,1.7774,4.1946,2.3698,4.341,10.244,5.788
Kepler-1715,6212.0,1.209,,1.96370,522.61,1.0510,2.4803,1.4013,2.011,4.746,2.681
Kepler-1716,4894.0,0.684,,0.24214,195.44,0.3691,0.8710,0.4921,1.888,4.457,2.518
Kepler-1717,6200.0,1.640,,3.58551,1008.79,1.4202,3.3516,1.8935,1.408,3.322,1.877
Kepler-1718,5731.0,0.906,,0.79887,375.52,0.6703,1.5820,0.8938,1.785,4.213,2.380
Kepler-1719,5687.0,1.775,,2.97322,905.41,1.2932,3.0520,1.7243,1.428,3.371,1.904
Kepler-172,5526.0,1.085,,0.99038,828.59,0.7464,1.7615,0.9952,0.901,2.126,1.201
Kepler-1720,5573.0,0.839,,0.61260,629.45,0.5870,1.3854,0.7827,0.933,2.201,1.243
Kepler-1721,5351.0,0.796,,0.46867,641.37,0.5134,1.2117,0.6846,0.801,1.889,1.067
Kepler-1722,5506.0,0.788,,0.51487,772.28,0.5382,1.2700,0.7175,0.697,1.645,0.929
Kepler-1723,6072.0,1.010,,1.25103,811.28,0.8389,1.9797,1.1185,1.034,2.440,1.379
Kepler-1724,6092.0,0.943,,1.10499,1060.77,0.7884,1.8606,1.0512,0.743,1.754,0.991
Kepler-1725,6020.0,1.085,,1.39490,558.65,0.8858,2.0905,1.1811,1.586,3.742,2.114
Kepler-1726,5316.0,0.804,,0.46575,390.55,0.5118,1.2079,0.6825,1.311,3.093,1.747
Kepler-1727,5349.0,0.820,,0.49661,894.19,0.5285,1.2473,0.7047,0.591,1.395,0.788
Kepler-1728,5170.0,0.807,,0.41976,651.78,0.4859,1.1468,0.6479,0.746,1.759,0.994
Kepler-1729,3837.0,0.517,,0.05227,576.18,0.1715,0.4047,0.2286,0.298,0.702,0.397
Kepler-173,6031.0,0.949,,1.07495,833.16,0.7776,1.8351,1.0368,0.933,2.203,1.244
Kepler-1730,5942.0,1.142,,1.46676,1427.08,0.9083,2.1436,1.2111,0.636,1.502,0.849
Kepler-1731,4859.0,0.720,,0.26070,169.95,0.3829,0.9037,0.5106,2.253,5.318,3.004
